timestamp,amount,product,transaction_id,user_id
2025-06-08T03:47:32.837554,481.62,keyboard,ea6f155a-bf84-423a-8885-bd69cd7abf6a,user_10
2025-06-08T03:47:32.837608,93.95,keyboard,a3bf10b4-b0bc-4355-91ec-a24f80a4cf43,user_19
2025-06-08T03:47:32.837668,371.36,mouse,8f4a5071-3b49-4ebf-a9eb-f3f5b21e90c6,user_6
2025-06-08T03:47:32.837718,57.05,laptop,a3cda375-dbcb-4cbd-8482-41be74305bca,user_5
2025-06-08T03:47:32.837760,416.48,headphones,24b532cb-ae1d-4065-b636-bbe9dc078496,user_19
2025-06-08T03:47:32.837800,58.89,keyboard,33f12831-78b0-49b2-9b16-d71442f63046,user_9
2025-06-08T03:47:32.837840,85.86,keyboard,75d77a4a-2c1b-48c4-95a2-c6fd77a2b734,user_18
2025-06-08T03:47:32.837881,98.14,keyboard,e954ec93-6090-438d-852e-b5f5a8baa15b,user_7
2025-06-08T03:47:32.837921,297.8,monitor,3b3940a6-6f5c-461f-ae3c-50c459e5c45f,user_12
2025-06-08T03:47:32.837959,114.44,laptop,2dbfbc0a-69b5-4a0d-bcee-95912d806c4b,user_7
