timestamp,amount,product,transaction_id,user_id
2025-06-08T01:40:04.004269,82.91,laptop,d2514d9c-d23b-4904-8864-8576cc3ef38e,user_12
2025-06-08T01:40:04.004471,105.24,mouse,361e21b3-71cd-456f-81a5-13c4e95c8298,user_20
2025-06-08T01:40:04.004597,411.52,mouse,d5f1c347-c2b7-4827-be9b-c1637fb33408,user_7
2025-06-08T01:40:04.004707,93.67,keyboard,4b70d50e-0bee-45d9-8965-af4ccb91b957,user_1
2025-06-08T01:40:04.004803,380.07,headphones,9b17e24a-efb6-49c7-804f-ed8a674ab63e,user_16
2025-06-08T01:40:04.004897,85.35,laptop,5780613c-b645-40ab-8f8f-0aa4126fa972,user_5
2025-06-08T01:40:04.005094,49.08,headphones,9324a8d0-3daa-4f1b-b7da-63e1445cc9aa,user_2
2025-06-08T01:40:04.005232,142.92,keyboard,e9d095e2-c9d4-40dd-9854-eeccd8480363,user_7
2025-06-08T01:40:04.005335,382.6,monitor,738422c1-1da5-4fb9-8843-575b1bcd52e3,user_1
2025-06-08T01:40:04.005431,79.54,laptop,2cf26323-e31f-492a-958d-7af5bcfe1799,user_17
