transaction_id,user_id,product,amount,timestamp
b7e6eba4-16e7-44d9-b037-395baa4f7529,user_14,mouse,403.92,2025-06-10T19:31:11.090686+00:00
355e357d-5870-47fb-886b-7c51dc81a21a,user_16,monitor,308.61,2025-06-10T19:31:11.090756+00:00
2b02258d-cfda-4c70-81fe-da99a2b8e6be,user_5,laptop,129.92,2025-06-10T19:31:11.090797+00:00
2fcc5d5a-dab3-4bc7-9a40-bd71c85ac6e0,user_2,laptop,463.03,2025-06-10T19:31:11.090878+00:00
469945e6-9487-476a-9e0c-516ee22fe282,user_4,monitor,461.21,2025-06-10T19:31:11.090947+00:00
18feffb3-2e9c-4ccf-bd07-16dffa88e607,user_15,keyboard,118.55,2025-06-10T19:31:11.090985+00:00
89e5e09d-2310-4fe6-9a48-acde08dab2d7,user_17,monitor,364.84,2025-06-10T19:31:11.091014+00:00
3fbc4f9e-5c32-418e-87b9-224c74b486cf,user_16,headphones,333.19,2025-06-10T19:31:11.091043+00:00
cb1d9727-e28f-4f21-8f57-9678dfdddac7,user_20,keyboard,174.16,2025-06-10T19:31:11.091072+00:00
ec4aab83-e6d7-403f-902c-2cccb30df043,user_10,keyboard,22.98,2025-06-10T19:31:11.091101+00:00
