timestamp,amount,product,transaction_id,user_id
2025-06-08T03:32:06.172771,119.75,monitor,b9e6e8fa-69d1-4df6-b4b4-cbaac523af6a,user_5
2025-06-08T03:32:06.172856,104.67,mouse,dcc113f0-817f-4447-a521-c65055fc8815,user_2
2025-06-08T03:32:06.172899,474.36,mouse,c4555b93-528c-4af2-9236-f3d0a1d39ea5,user_16
2025-06-08T03:32:06.172941,367.25,laptop,4d9e386d-28a9-4195-b854-e3d1baa80a6a,user_7
2025-06-08T03:32:06.172978,21.89,keyboard,4df04a68-639f-4976-97b6-ad722e71ba1a,user_15
2025-06-08T03:32:06.173018,127.38,mouse,2501006a-94fa-4765-81d5-bcb51051a8b9,user_16
2025-06-08T03:32:06.173054,203.83,monitor,fc583d56-a7e6-41a7-8a01-614005310e33,user_6
2025-06-08T03:32:06.173123,448.04,headphones,1beee297-0a5e-4e5c-8dc3-134713135557,user_14
2025-06-08T03:32:06.173168,129.33,headphones,9cfc6b9e-752e-45bb-98c8-aa1e7d3257f4,user_6
2025-06-08T03:32:06.173208,58.84,monitor,506e19b3-eba4-4a7b-8211-6343a86714cd,user_4
